Employee ID,Department,Job Role,Job Level,Location,Age Band,Tenure (Years),Years in Current Role,Years Since Last Promotion,Monthly Salary,Salary Band,Salary Hike %,Performance Rating,Job Satisfaction Score,Work-Life Balance Score,Manager Satisfaction Score,Engagement Score,Training Hours,Overtime,Business Travel Frequency,Absence Days,Promotion Status,Remote/Hybrid/Office,Distance From Office,Internal Mobility,Recognition Received,Attrition,Attrition Type,Exit Reason,Attrition Risk Score,Risk Category,Join Date,Exit Date,Tenure Band
EMP1375,Sales,Sales Executive,L1,Bengaluru,26-30,1.3,0.5,0.2,28000,<35K,5.0,3.1,1.8,2.2,4.2,3.6,30,No,None,4,Recent,Hybrid,11.3,No,Yes,Yes,Voluntary,Manager/Team Issues,43,Medium Risk,2021-12-05,1786233600000000000,1–2 Years
EMP1376,Finance,Financial Analyst,L1,Mumbai,21-25,2.6,0.8,2.6,30000,<35K,11.0,2.6,3.0,2.9,3.0,3.8,20,Yes,Occasional,9,Due Soon,Hybrid,1.0,No,Yes,Yes,Voluntary,Better Compensation,35,Medium Risk,2016-09-12,1768521600000000000,3–5 Years
EMP1377,Customer Support,Customer Support Specialist,L3,Mumbai,21-25,9.3,5.3,1.2,63000,55K-80K,8.1,3.8,2.5,1.0,4.9,4.2,31,Yes,None,11,Recent,Hybrid,12.7,No,Yes,No,Not Applicable,Not Applicable,40,Medium Risk,2013-04-06,,6–10 Years
EMP1378,Sales,Sales Executive,L1,Pune,31-35,5.7,2.5,0.2,28000,<35K,5.3,3.1,2.7,1.9,3.7,3.3,42,No,Occasional,10,Recent,Office,19.9,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2015-07-24,,6–10 Years
EMP1379,Product,Product Analyst,L2,Guwahati,31-35,1.4,0.9,0.2,41500,35K-55K,10.7,3.0,3.8,2.1,2.9,2.4,27,Yes,None,0,Recent,Hybrid,10.1,No,No,No,Not Applicable,Not Applicable,51,Medium Risk,2011-05-10,,1–2 Years
EMP1380,Finance,Financial Analyst,L3,Guwahati,31-35,5.9,4.6,2.6,63000,55K-80K,7.1,3.4,3.3,3.3,4.2,3.9,25,Yes,Occasional,5,Due Soon,Hybrid,1.0,No,Yes,No,Not Applicable,Not Applicable,35,Medium Risk,2014-11-18,,6–10 Years
EMP1381,Sales,Sales Executive,L2,Bengaluru,26-30,1.5,0.5,0.5,43500,35K-55K,7.4,3.7,2.6,3.5,3.9,3.9,36,No,None,2,Recent,Hybrid,14.7,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2025-06-06,,1–2 Years
EMP1382,IT,Software Engineer,L3,Guwahati,26-30,4.9,3.1,2.1,58000,55K-80K,10.4,2.6,3.8,3.1,2.0,3.8,24,Yes,None,5,Recent,Hybrid,16.8,Yes,No,No,Not Applicable,Not Applicable,47,Medium Risk,2021-05-15,,3–5 Years
EMP1383,IT,Software Engineer,L1,Hyderabad,31-35,1.8,1.0,1.8,27500,<35K,6.0,3.8,3.9,2.8,2.5,3.8,44,No,None,6,Recent,Office,7.3,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2014-11-08,,1–2 Years
EMP1384,Customer Support,Customer Support Specialist,L1,Delhi NCR,31-35,1.3,0.4,1.3,29000,<35K,9.7,4.1,3.0,2.8,3.3,3.5,56,No,None,12,Recent,Remote,7.4,Yes,No,No,Not Applicable,Not Applicable,30,Low Risk,2025-01-23,,1–2 Years
EMP1385,IT,Software Engineer,L3,Guwahati,41-50,10.3,6.8,1.4,76000,55K-80K,9.5,2.3,3.4,3.9,2.1,4.2,15,No,None,8,Recent,Office,30.1,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2012-08-16,,10+ Years
EMP1386,Product,Product Analyst,L2,Guwahati,21-25,2.9,1.2,0.2,37500,35K-55K,6.6,3.4,3.8,3.4,5.0,4.0,10,Yes,Occasional,14,Recent,Hybrid,6.7,No,No,No,Not Applicable,Not Applicable,40,Medium Risk,2013-11-03,,3–5 Years
EMP1387,Finance,Financial Analyst,L3,Mumbai,31-35,5.6,3.2,2.2,68000,55K-80K,2.8,3.0,3.7,2.9,4.1,3.9,33,Yes,None,4,Recent,Hybrid,3.0,No,Yes,Yes,Voluntary,Higher Studies,40,Medium Risk,2016-10-29,1781395200000000000,6–10 Years
EMP1388,Marketing,Marketing Executive,L2,Hyderabad,26-30,3.8,1.2,0.2,44500,35K-55K,7.0,3.7,3.3,4.4,3.4,3.7,10,No,None,0,Recent,Remote,12.2,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2019-12-23,,3–5 Years
EMP1389,Product,Product Analyst,L1,Guwahati,26-30,1.6,0.9,1.0,23500,<35K,10.4,2.4,4.6,5.0,3.1,4.4,10,Yes,Occasional,14,Recent,Hybrid,16.6,Yes,Yes,No,Not Applicable,Not Applicable,40,Medium Risk,2022-10-09,,1–2 Years
EMP1390,Product,Product Analyst,L4,Delhi NCR,31-35,3.1,1.4,0.6,93500,80K-110K,9.5,4.3,3.8,2.0,2.9,4.3,0,Yes,None,9,Recent,Hybrid,16.3,No,No,No,Not Applicable,Not Applicable,40,Medium Risk,2011-01-23,,3–5 Years
EMP1391,Customer Support,Customer Support Specialist,L3,Guwahati,31-35,1.6,1.3,1.6,70000,55K-80K,12.1,2.2,2.9,3.7,1.7,3.2,23,No,Frequent,3,Recent,Remote,1.0,No,No,No,Not Applicable,Not Applicable,41,Medium Risk,2015-06-22,,1–2 Years
EMP1392,Operations,Operations Analyst,L3,Bengaluru,41-50,15.0,4.3,1.8,68500,55K-80K,5.5,3.0,2.9,5.0,1.9,3.6,28,Yes,Frequent,9,Recent,Hybrid,6.7,No,No,No,Not Applicable,Not Applicable,51,Medium Risk,2021-12-15,,10+ Years
EMP1393,HR,HR Executive,L1,Hyderabad,21-25,6.3,3.3,3.8,28000,<35K,9.3,3.5,2.8,3.5,5.0,3.5,21,Yes,None,11,Due Soon,Office,21.2,Yes,Yes,Yes,Involuntary,Performance-Related Exit,35,Medium Risk,2022-07-01,1782172800000000000,6–10 Years
EMP1394,Product,Product Analyst,L3,Guwahati,21-25,3.8,2.1,3.8,67000,55K-80K,4.0,2.8,3.9,3.3,4.7,4.2,47,No,None,8,Due Soon,Hybrid,14.6,No,No,Yes,Involuntary,Personal Reasons,30,Low Risk,2014-11-06,1782259200000000000,3–5 Years
EMP1395,HR,HR Executive,L2,Hyderabad,31-35,5.4,3.9,0.3,42500,35K-55K,7.6,2.7,2.7,3.1,2.9,3.8,46,Yes,None,3,Recent,Hybrid,2.1,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2015-01-18,,6–10 Years
EMP1396,Customer Support,Customer Support Specialist,L1,Guwahati,31-35,6.0,3.7,5.6,23500,<35K,10.3,3.3,2.9,3.7,4.2,3.9,55,Yes,Occasional,5,Overdue,Remote,21.9,Yes,No,No,Not Applicable,Not Applicable,43,Medium Risk,2014-04-09,,6–10 Years
EMP1397,Customer Support,Customer Support Specialist,L4,Delhi NCR,26-30,6.1,4.2,0.9,91500,80K-110K,9.7,3.3,4.3,3.9,3.8,4.2,29,No,Occasional,8,Recent,Hybrid,19.7,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2012-07-29,,6–10 Years
EMP1398,Operations,Operations Analyst,L1,Delhi NCR,21-25,5.9,4.5,2.5,27000,<35K,7.3,3.2,3.5,2.0,3.9,4.1,45,No,Occasional,8,Due Soon,Hybrid,9.6,Yes,No,Yes,Involuntary,Job Role Mismatch,30,Low Risk,2015-05-26,1771545600000000000,6–10 Years
EMP1399,Product,Product Analyst,L5,Hyderabad,21-25,5.6,4.5,3.1,117000,110K+,6.2,3.8,4.4,3.2,2.2,3.8,32,No,Occasional,13,Due Soon,Hybrid,19.0,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2022-12-18,,6–10 Years
EMP1400,Product,Product Analyst,L2,Pune,36-40,4.0,1.8,4.0,51500,35K-55K,4.0,2.9,4.0,1.0,1.9,3.6,31,Yes,None,6,Overdue,Hybrid,28.0,Yes,Yes,Yes,Voluntary,Higher Studies,65,High Risk,2012-03-27,1782518400000000000,3–5 Years
EMP1401,Sales,Sales Executive,L1,Mumbai,26-30,9.8,5.9,1.3,31000,<35K,6.3,3.4,2.2,3.0,4.4,3.3,21,No,Occasional,2,Recent,Hybrid,3.6,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2011-05-05,,6–10 Years
EMP1402,Customer Support,Customer Support Specialist,L2,Mumbai,26-30,4.2,3.3,0.2,37500,35K-55K,3.1,2.9,3.2,2.3,1.7,3.4,0,No,Occasional,20,Recent,Hybrid,16.4,No,No,No,Not Applicable,Not Applicable,47,Medium Risk,2020-06-16,,3–5 Years
EMP1403,Operations,Operations Analyst,L4,Bengaluru,26-30,3.9,3.5,3.9,93000,80K-110K,6.0,2.6,4.2,3.5,3.3,4.6,37,No,Occasional,8,Due Soon,Hybrid,27.9,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2017-06-22,,3–5 Years
EMP1404,Product,Product Analyst,L3,Pune,26-30,4.2,3.5,0.8,73500,55K-80K,1.6,3.0,2.2,1.6,3.1,3.4,44,No,Frequent,11,Recent,Office,17.2,No,No,No,Not Applicable,Not Applicable,39,Medium Risk,2016-02-10,,3–5 Years
EMP1405,HR,HR Executive,L3,Mumbai,21-25,4.4,2.2,1.6,56000,55K-80K,3.0,2.9,3.7,2.7,3.0,3.0,7,No,Occasional,10,Recent,Hybrid,6.0,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2015-08-11,,3–5 Years
EMP1406,Customer Support,Customer Support Specialist,L3,Hyderabad,31-35,0.8,0.3,0.3,65500,55K-80K,9.6,2.9,3.3,4.1,3.7,3.8,28,No,None,8,Recent,Hybrid,13.9,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2013-06-25,,Less than 1 Year
EMP1407,Operations,Operations Analyst,L3,Mumbai,21-25,1.9,1.1,1.6,65500,55K-80K,9.2,4.0,1.7,2.6,2.8,3.0,42,Yes,None,6,Recent,Hybrid,23.0,No,No,No,Not Applicable,Not Applicable,53,Medium Risk,2020-09-04,,1–2 Years
EMP1408,Sales,Sales Executive,L4,Bengaluru,36-40,3.5,2.6,0.8,79500,55K-80K,6.1,3.0,3.4,1.4,3.7,3.9,23,No,None,0,Recent,Office,3.9,No,Yes,Yes,Voluntary,Work-Life Balance,30,Low Risk,2012-03-05,1769731200000000000,3–5 Years
EMP1409,Customer Support,Customer Support Specialist,L1,Guwahati,26-30,0.8,0.5,0.8,29000,<35K,7.2,2.8,2.5,3.4,3.5,3.1,45,No,None,2,Recent,Remote,11.8,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2018-07-14,,Less than 1 Year
EMP1410,Sales,Sales Executive,L2,Mumbai,31-35,3.8,2.1,2.3,46000,35K-55K,7.6,3.2,2.2,2.6,5.0,3.4,26,No,Frequent,9,Recent,Hybrid,10.1,Yes,No,No,Not Applicable,Not Applicable,29,Low Risk,2021-06-22,,3–5 Years
EMP1411,Finance,Financial Analyst,L1,Hyderabad,36-40,4.4,3.5,1.0,32000,<35K,8.4,3.3,3.3,3.0,2.2,2.9,21,Yes,None,0,Recent,Hybrid,6.9,Yes,Yes,Yes,Voluntary,Career Growth,35,Medium Risk,2011-12-28,1776297600000000000,3–5 Years
EMP1412,Customer Support,Customer Support Specialist,L5,Hyderabad,31-35,1.2,0.6,1.2,122000,110K+,8.1,2.4,1.6,2.5,3.4,2.8,46,Yes,Occasional,7,Recent,Hybrid,13.9,No,No,Yes,Voluntary,Relocation,53,Medium Risk,2024-05-23,1773619200000000000,1–2 Years
EMP1413,Customer Support,Customer Support Specialist,L5,Bengaluru,31-35,2.3,1.9,2.3,153000,110K+,3.0,3.0,2.7,5.0,3.8,3.6,15,No,None,10,Recent,Office,11.2,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2012-03-07,,3–5 Years
EMP1414,IT,Software Engineer,L1,Bengaluru,26-30,8.4,4.3,0.2,23000,<35K,1.0,3.0,5.0,1.7,3.2,4.5,18,No,None,11,Recent,Remote,17.1,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2018-06-15,,6–10 Years
EMP1415,IT,Software Engineer,L3,Delhi NCR,26-30,5.5,2.5,3.8,67000,55K-80K,3.9,3.1,3.9,5.0,2.3,3.8,15,No,Frequent,10,Due Soon,Hybrid,21.1,No,No,No,Not Applicable,Not Applicable,34,Low Risk,2024-07-25,,6–10 Years
EMP1416,Operations,Operations Analyst,L4,Delhi NCR,31-35,5.3,2.9,2.5,78500,55K-80K,6.5,3.7,2.5,2.8,4.5,4.0,12,Yes,Occasional,12,Due Soon,Remote,1.8,No,Yes,No,Not Applicable,Not Applicable,40,Medium Risk,2019-05-20,,6–10 Years
EMP1417,Finance,Financial Analyst,L1,Delhi NCR,41-50,7.8,5.8,4.6,28000,<35K,9.9,3.3,4.6,3.4,3.7,4.3,30,Yes,Occasional,15,Overdue,Remote,12.5,No,No,No,Not Applicable,Not Applicable,48,Medium Risk,2019-10-29,,6–10 Years
EMP1418,HR,HR Executive,L2,Guwahati,31-35,1.9,0.6,1.9,40000,35K-55K,7.7,4.0,2.4,2.7,2.3,3.2,21,No,None,12,Recent,Office,11.6,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2025-11-24,,1–2 Years
EMP1419,IT,Software Engineer,L4,Hyderabad,31-35,1.2,0.5,0.9,94000,80K-110K,8.6,3.2,2.8,2.6,3.8,3.4,35,No,None,8,Recent,Hybrid,13.6,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2015-06-19,,1–2 Years
EMP1420,Product,Product Analyst,L1,Delhi NCR,31-35,7.1,6.2,1.9,27500,<35K,4.3,4.4,2.3,2.5,4.8,4.1,4,No,None,6,Recent,Hybrid,11.9,Yes,Yes,Yes,Involuntary,Performance-Related Exit,30,Low Risk,2023-10-16,1768435200000000000,6–10 Years
EMP1421,Product,Product Analyst,L3,Hyderabad,26-30,3.5,1.3,3.5,60000,55K-80K,6.8,2.9,3.5,3.8,3.4,4.0,12,No,None,8,Due Soon,Hybrid,4.2,Yes,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2025-03-12,,3–5 Years
EMP1422,Product,Product Analyst,L2,Bengaluru,21-25,1.9,1.2,0.9,39000,35K-55K,7.2,2.7,4.5,1.9,3.4,3.9,29,No,None,6,Recent,Hybrid,23.6,Yes,No,No,Not Applicable,Not Applicable,30,Low Risk,2024-08-28,,1–2 Years
EMP1423,Sales,Sales Executive,L4,Guwahati,31-35,0.8,0.5,0.8,105500,80K-110K,4.7,3.6,2.4,3.5,4.7,3.7,49,No,Frequent,13,Recent,Hybrid,27.0,No,Yes,No,Not Applicable,Not Applicable,44,Medium Risk,2011-09-27,,Less than 1 Year
EMP1424,Operations,Operations Analyst,L5,Bengaluru,41-50,4.3,2.4,1.8,130000,110K+,3.8,4.1,1.4,1.1,2.6,2.5,33,No,Occasional,10,Recent,Office,16.4,No,No,No,Not Applicable,Not Applicable,69,High Risk,2014-01-28,,3–5 Years
EMP1425,Sales,Sales Executive,L5,Hyderabad,21-25,3.2,2.1,0.2,106000,80K-110K,6.3,2.3,4.3,3.5,4.9,4.7,20,No,Frequent,5,Recent,Office,16.8,Yes,No,No,Not Applicable,Not Applicable,29,Low Risk,2019-09-12,,3–5 Years
EMP1426,IT,Software Engineer,L2,Pune,31-35,2.8,1.1,0.9,44000,35K-55K,9.0,3.1,4.7,4.0,4.2,4.7,7,No,Occasional,14,Recent,Hybrid,13.0,No,No,Yes,Voluntary,Work-Life Balance,30,Low Risk,2020-04-15,1770854400000000000,3–5 Years
EMP1427,Operations,Operations Analyst,L4,Pune,26-30,0.4,0.2,0.4,88500,80K-110K,4.3,2.8,1.5,2.0,2.6,2.8,19,Yes,None,6,Recent,Hybrid,19.8,Yes,No,No,Not Applicable,Not Applicable,68,High Risk,2023-05-31,,Less than 1 Year
EMP1428,Customer Support,Customer Support Specialist,L4,Delhi NCR,31-35,9.7,4.8,4.2,90000,80K-110K,6.4,3.3,3.7,3.8,2.8,3.6,27,No,Occasional,2,Overdue,Hybrid,1.0,Yes,Yes,No,Not Applicable,Not Applicable,33,Low Risk,2013-11-08,,6–10 Years
EMP1429,HR,HR Executive,L2,Pune,21-25,1.0,0.7,1.0,45000,35K-55K,11.1,3.2,3.5,3.2,3.0,4.4,0,Yes,None,7,Recent,Hybrid,12.0,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2015-06-30,,Less than 1 Year
EMP1430,Sales,Sales Executive,L4,Bengaluru,26-30,3.1,1.1,2.1,99500,80K-110K,5.4,4.1,2.6,4.7,1.8,3.4,11,No,Occasional,3,Recent,Remote,7.4,No,No,Yes,Voluntary,Career Growth,37,Medium Risk,2017-09-07,1769731200000000000,3–5 Years
EMP1431,Marketing,Marketing Executive,L1,Pune,36-40,2.7,1.7,0.8,26000,<35K,7.0,3.1,2.0,2.4,3.6,3.3,18,No,None,12,Recent,Hybrid,13.2,No,Yes,Yes,Voluntary,Job Role Mismatch,48,Medium Risk,2020-01-11,1769731200000000000,3–5 Years
EMP1432,Product,Product Analyst,L3,Mumbai,26-30,5.6,2.1,4.1,65000,55K-80K,6.7,4.1,4.2,5.0,2.7,4.3,24,Yes,None,3,Overdue,Remote,20.7,No,No,No,Not Applicable,Not Applicable,43,Medium Risk,2014-10-15,,6–10 Years
EMP1433,IT,Software Engineer,L1,Guwahati,31-35,0.8,0.3,0.8,26500,<35K,6.4,3.0,3.5,1.0,3.7,4.2,27,No,Occasional,6,Recent,Remote,12.2,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2021-12-10,,Less than 1 Year
EMP1434,Sales,Sales Executive,L1,Hyderabad,36-40,5.1,2.0,1.0,29500,<35K,12.0,3.8,3.5,2.9,2.3,3.5,19,Yes,Occasional,12,Recent,Remote,9.1,No,Yes,No,Not Applicable,Not Applicable,40,Medium Risk,2011-01-15,,6–10 Years
EMP1435,Sales,Sales Executive,L1,Delhi NCR,41-50,4.3,1.6,3.7,27500,<35K,7.9,3.3,2.7,1.6,4.2,3.4,35,No,Frequent,3,Due Soon,Hybrid,1.0,No,Yes,No,Not Applicable,Not Applicable,34,Low Risk,2015-08-02,,3–5 Years
EMP1436,IT,Software Engineer,L3,Bengaluru,26-30,2.2,1.7,2.2,65000,55K-80K,2.3,4.3,2.6,5.0,4.0,4.3,30,No,Frequent,9,Recent,Office,11.1,No,Yes,No,Not Applicable,Not Applicable,34,Low Risk,2024-12-17,,3–5 Years
EMP1437,Sales,Sales Executive,L2,Guwahati,26-30,5.0,2.2,0.8,41000,35K-55K,11.6,2.2,1.1,3.0,2.8,2.6,23,Yes,None,2,Recent,Hybrid,17.4,No,No,No,Not Applicable,Not Applicable,53,Medium Risk,2020-11-26,,3–5 Years
EMP1438,Product,Product Analyst,L3,Delhi NCR,21-25,3.8,3.2,2.0,64500,55K-80K,7.8,2.4,3.1,3.0,3.7,3.7,37,No,None,8,Recent,Hybrid,5.3,Yes,No,No,Not Applicable,Not Applicable,25,Low Risk,2025-12-27,,3–5 Years
EMP1439,IT,Software Engineer,L1,Bengaluru,41-50,11.2,9.9,1.4,32500,<35K,5.9,4.4,4.6,3.6,3.5,5.0,36,Yes,None,10,Recent,Remote,1.0,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2015-01-20,,10+ Years
EMP1440,Sales,Sales Executive,L2,Pune,41-50,3.2,2.0,3.2,51000,35K-55K,11.0,2.7,2.5,3.2,4.7,3.9,8,Yes,Occasional,7,Due Soon,Hybrid,30.2,Yes,No,No,Not Applicable,Not Applicable,35,Medium Risk,2015-10-12,,3–5 Years
EMP1441,Sales,Sales Executive,L2,Hyderabad,31-35,1.7,0.6,1.7,43500,35K-55K,4.7,2.8,1.9,2.6,2.5,3.1,28,No,Occasional,7,Recent,Hybrid,14.7,Yes,No,Yes,Voluntary,Higher Studies,48,Medium Risk,2019-05-05,1783728000000000000,1–2 Years
EMP1442,Customer Support,Customer Support Specialist,L3,Mumbai,36-40,5.2,2.6,2.5,64500,55K-80K,12.1,2.6,3.7,2.0,3.3,3.3,40,No,None,9,Due Soon,Hybrid,10.2,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2022-07-12,,6–10 Years
EMP1443,HR,HR Executive,L2,Mumbai,31-35,2.9,2.2,2.9,36000,35K-55K,7.3,3.9,3.9,3.4,2.9,4.6,43,Yes,Occasional,6,Due Soon,Office,23.1,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2025-12-24,,3–5 Years
EMP1444,HR,HR Executive,L3,Pune,31-35,3.7,1.8,3.7,60500,55K-80K,10.0,2.4,2.8,3.6,3.4,4.3,33,No,Occasional,11,Due Soon,Remote,13.1,Yes,No,No,Not Applicable,Not Applicable,25,Low Risk,2013-09-02,,3–5 Years
EMP1445,Product,Product Analyst,L4,Hyderabad,21-25,1.3,0.4,1.3,89000,80K-110K,15.0,3.2,3.0,3.9,3.9,4.3,25,No,None,14,Recent,Remote,22.7,Yes,No,No,Not Applicable,Not Applicable,30,Low Risk,2015-08-13,,1–2 Years
EMP1446,Customer Support,Customer Support Specialist,L3,Guwahati,36-40,5.6,3.4,1.2,61000,55K-80K,7.5,3.0,3.5,5.0,2.8,4.3,34,No,Occasional,2,Recent,Hybrid,22.0,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2016-09-14,,6–10 Years
EMP1447,Customer Support,Customer Support Specialist,L1,Hyderabad,21-25,2.6,2.1,2.6,26500,<35K,6.7,3.9,3.2,1.1,3.1,3.3,39,Yes,Occasional,16,Due Soon,Office,1.8,No,No,No,Not Applicable,Not Applicable,45,Medium Risk,2017-04-08,,3–5 Years
EMP1448,Product,Product Analyst,L1,Pune,36-40,4.5,3.5,1.9,32000,<35K,3.8,2.8,4.2,3.1,4.2,4.3,30,No,Frequent,5,Recent,Office,15.7,No,No,No,Not Applicable,Not Applicable,34,Low Risk,2015-08-14,,3–5 Years
EMP1449,HR,HR Executive,L4,Bengaluru,36-40,12.9,4.7,0.4,90000,80K-110K,6.6,3.5,5.0,4.3,4.6,4.6,31,No,None,17,Recent,Office,25.8,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2022-05-21,,10+ Years
EMP1450,Sales,Sales Executive,L1,Guwahati,31-35,3.1,2.1,0.2,28500,<35K,3.9,2.4,1.8,3.1,3.8,3.0,25,No,None,6,Recent,Hybrid,4.0,No,Yes,No,Not Applicable,Not Applicable,48,Medium Risk,2012-05-23,,3–5 Years
EMP1451,Product,Product Analyst,L4,Mumbai,21-25,6.2,2.4,4.8,84500,80K-110K,6.4,4.7,4.4,1.0,3.3,3.3,9,No,None,11,Overdue,Office,4.1,No,No,No,Not Applicable,Not Applicable,38,Medium Risk,2011-07-07,,6–10 Years
EMP1452,IT,Software Engineer,L2,Pune,26-30,3.3,1.3,2.4,46500,35K-55K,15.0,3.0,3.4,2.0,3.2,3.7,26,No,None,11,Recent,Remote,5.5,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2018-08-14,,3–5 Years
EMP1453,Operations,Operations Analyst,L4,Bengaluru,26-30,2.2,1.8,1.2,88500,80K-110K,7.4,3.2,4.5,3.5,3.9,3.9,19,Yes,Frequent,5,Recent,Remote,19.1,Yes,No,No,Not Applicable,Not Applicable,39,Medium Risk,2022-06-20,,3–5 Years
EMP1454,Customer Support,Customer Support Specialist,L3,Pune,26-30,8.6,3.5,1.8,62000,55K-80K,5.3,4.3,4.0,3.5,3.6,4.1,19,No,None,7,Recent,Office,14.3,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2022-03-24,,6–10 Years
EMP1455,Sales,Sales Executive,L5,Delhi NCR,21-25,0.6,0.3,0.6,107000,80K-110K,6.4,2.8,3.4,3.8,2.0,3.5,48,No,Occasional,14,Recent,Office,1.0,No,Yes,No,Not Applicable,Not Applicable,47,Medium Risk,2020-08-10,,Less than 1 Year
EMP1456,Operations,Operations Analyst,L2,Delhi NCR,41-50,7.2,1.8,1.7,42000,35K-55K,5.8,4.3,4.0,2.5,3.9,4.5,41,No,Occasional,5,Recent,Remote,14.7,Yes,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2020-08-18,,6–10 Years
EMP1457,Sales,Sales Executive,L3,Delhi NCR,31-35,0.5,0.4,0.2,62000,55K-80K,10.1,2.9,2.9,3.4,2.7,3.3,4,No,None,5,Recent,Remote,10.0,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2016-09-03,,Less than 1 Year
EMP1458,Operations,Operations Analyst,L2,Mumbai,26-30,6.7,5.1,2.8,48500,35K-55K,6.7,3.6,2.6,2.3,2.2,3.5,13,No,None,1,Due Soon,Remote,11.1,Yes,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2011-04-08,,6–10 Years
EMP1459,Sales,Sales Executive,L2,Hyderabad,26-30,3.8,2.5,3.8,49000,35K-55K,11.8,2.8,4.0,3.4,2.0,4.0,23,No,Occasional,15,Due Soon,Remote,5.3,Yes,No,No,Not Applicable,Not Applicable,42,Medium Risk,2014-07-15,,3–5 Years
EMP1460,Sales,Sales Executive,L3,Guwahati,26-30,1.7,1.3,1.7,58000,55K-80K,6.1,2.3,2.5,3.3,3.2,3.1,19,No,Occasional,5,Recent,Remote,14.8,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2020-06-26,,1–2 Years
EMP1461,Sales,Sales Executive,L4,Mumbai,31-35,2.7,0.9,1.2,81000,80K-110K,6.2,3.5,3.9,2.4,2.5,4.0,32,Yes,None,13,Recent,Office,20.4,No,No,No,Not Applicable,Not Applicable,40,Medium Risk,2015-11-23,,3–5 Years
EMP1462,IT,Software Engineer,L5,Bengaluru,31-35,5.9,3.2,4.4,122000,110K+,4.3,3.6,3.3,4.7,1.4,3.5,11,No,Frequent,4,Overdue,Hybrid,6.9,No,No,Yes,Voluntary,Work-Life Balance,54,Medium Risk,2025-10-18,1776124800000000000,6–10 Years
EMP1463,Product,Product Analyst,L3,Bengaluru,41-50,12.2,5.8,2.6,60000,55K-80K,5.8,2.3,1.2,1.6,3.1,2.5,41,No,None,13,Due Soon,Office,1.0,No,No,Yes,Voluntary,Manager/Team Issues,69,High Risk,2012-11-14,1789516800000000000,10+ Years
EMP1464,IT,Software Engineer,L2,Delhi NCR,31-35,0.9,0.3,0.9,43000,35K-55K,1.8,3.0,2.8,3.1,3.0,3.4,27,No,None,11,Recent,Office,9.6,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2014-02-06,,Less than 1 Year
EMP1465,Customer Support,Customer Support Specialist,L2,Guwahati,41-50,1.8,1.0,1.8,41000,35K-55K,1.0,4.0,3.6,2.4,3.3,3.8,23,No,Occasional,6,Recent,Hybrid,18.1,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2022-04-15,,1–2 Years
EMP1466,HR,HR Executive,L3,Delhi NCR,36-40,1.2,1.0,0.2,66500,55K-80K,8.9,3.6,2.9,4.9,2.9,3.8,28,No,None,3,Recent,Office,8.6,No,No,Yes,Voluntary,Better Compensation,25,Low Risk,2019-10-10,1769472000000000000,1–2 Years
EMP1467,Finance,Financial Analyst,L1,Bengaluru,26-30,3.2,0.9,3.2,30500,<35K,1.8,2.9,1.0,3.8,5.0,3.3,22,No,Frequent,4,Due Soon,Hybrid,1.0,Yes,Yes,Yes,Voluntary,Relocation,52,Medium Risk,2019-07-21,1768435200000000000,3–5 Years
EMP1468,Customer Support,Customer Support Specialist,L1,Bengaluru,41-50,6.9,3.0,2.3,25500,<35K,8.2,2.8,4.5,2.6,3.8,3.8,0,No,None,4,Recent,Hybrid,18.1,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2021-07-03,,6–10 Years
